SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
1230,3,1,Rural,1989,121180.301456272,1,0,0
2286,2,3,Suburb,1997,181840.1800792849,0,1,0
1937,2,2,Urban,1986,158194.842245674,0,0,1
2821,2,2,Suburb,1982,317824.62497147446,0,1,0
2609,3,2,Suburb,1965,361847.0452069249,0,1,0
2144,4,1,Rural,1987,257984.9920915875,1,0,0
2486,4,2,Urban,1988,278459.9201047624,0,0,1
1517,2,3,Suburb,1972,208909.2203095962,0,1,0
2047,3,1,Urban,2007,212197.69127335105,0,0,1
1705,5,1,Rural,1997,189371.6003550256,1,0,0
2703,4,2,Urban,1986,336090.7920078729,0,0,1
1376,2,2,Rural,2012,143365.04652579204,1,0,0
2523,3,1,Suburb,2010,355256.6267652083,0,1,0
2934,4,3,Suburb,1970,298124.7389456165,0,1,0
1436,4,1,Rural,1999,141991.71655215314,1,0,0
1852,3,1,Urban,1984,144171.02758467017,0,0,1
2745,4,1,Urban,1973,304310.3672473611,0,0,1
2668,2,3,Urban,1978,384949.14869957016,0,0,1
2880,2,1,Urban,2003,386457.7074572465,0,0,1
2827,3,2,Rural,2021,328474.3852174572,1,0,0
1969,3,2,Urban,2001,228958.4186668222,0,0,1
1498,5,3,Suburb,1969,109165.0730399308,0,1,0
2197,5,2,Suburb,1968,282124.3567180455,0,1,0
2686,2,3,Suburb,1991,253675.4517641699,0,1,0
1599,3,2,Urban,1955,219945.2371271377,0,0,1
2836,5,1,Urban,1988,361078.80224020965,0,0,1
2532,5,3,Suburb,1978,446757.0512040305,0,1,0
1777,4,2,Urban,1983,192286.6078596628,0,0,1
2333,4,1,Rural,1995,288042.51412674936,1,0,0
1069,5,3,Urban,2018,175771.54072273738,0,0,1
1204,4,3,Urban,1987,138955.9016312127,0,0,1
1340,5,2,Urban,1984,199977.30414830623,0,0,1
2055,4,2,Suburb,2010,240933.3812885532,0,1,0
2066,3,1,Rural,1985,254626.0094761367,1,0,0
1117,4,3,Rural,1998,101365.19198414714,1,0,0
1888,3,1,Suburb,1982,135989.16949732468,0,1,0
1014,2,1,Suburb,1991,98868.97888688276,0,1,0
2345,4,2,Rural,1965,251540.2374232749,1,0,0
1910,3,2,Urban,1960,202237.3482815265,0,0,1
1626,5,2,Suburb,1996,147803.4317606585,0,1,0
2360,2,2,Suburb,1973,292320.510843496,0,1,0
2555,4,3,Rural,1952,282420.65328663634,1,0,0
1689,5,1,Rural,1999,285561.5233083218,1,0,0
1773,5,3,Suburb,1977,192591.0478894835,0,1,0
2614,4,1,Suburb,2014,337476.75793851883,0,1,0
2404,4,3,Rural,1978,338262.9799789712,1,0,0
2534,3,1,Urban,1992,243924.34936539983,0,0,1
1912,3,3,Rural,1985,238832.5759476875,1,0,0
1119,2,2,Urban,1960,154132.26038413175,0,0,1
1025,4,2,Rural,1961,57204.87992939449,1,0,0
2557,2,1,Suburb,1964,310827.1212670206,0,1,0
2736,3,1,Suburb,1964,307861.2972033274,0,1,0
1063,4,1,Suburb,1979,94798.88329748888,0,1,0
1459,5,2,Urban,2002,158858.89619419936,0,0,1
2749,2,1,Urban,2016,290166.64807843656,0,0,1
1313,4,1,Rural,1978,186626.09816802896,1,0,0
1804,5,2,Urban,2005,207596.78611886565,0,0,1
2613,3,3,Rural,1954,221977.5328732412,1,0,0
2239,5,1,Suburb,2002,268561.98575412,0,1,0
2479,2,1,Suburb,2019,247688.5792831084,0,1,0
1985,4,1,Suburb,1961,225728.06758373196,0,1,0
1735,5,2,Suburb,1996,217025.80960022856,0,1,0
1888,4,3,Suburb,1984,294291.4197532608,0,1,0
2563,5,2,Urban,1971,217879.6102738754,0,0,1
1981,4,2,Urban,2003,288860.43677328335,0,0,1
2840,2,3,Suburb,2018,352092.9048711787,0,1,0
2736,3,2,Urban,2020,255940.94463799044,0,0,1
1578,3,1,Suburb,1979,233592.5826079884,0,1,0
2496,5,1,Suburb,1973,229949.55006870712,0,1,0
2382,2,2,Rural,1993,278170.44415208854,1,0,0
2149,4,3,Urban,1955,206226.03999655516,0,0,1
1971,2,1,Urban,1991,207088.13564093248,0,0,1
1860,2,3,Urban,2010,238093.49791787853,0,0,1
1706,5,3,Suburb,1983,215245.8343026579,0,1,0
2960,3,1,Urban,2014,305835.4050816729,0,0,1
2709,2,1,Rural,1986,292553.577034291,1,0,0
2110,5,1,Suburb,1974,211309.08776040623,0,1,0
2366,4,1,Rural,1988,257512.4898317435,1,0,0
2846,3,1,Urban,1969,326042.125213733,0,0,1
1394,3,2,Suburb,1998,196260.36025182676,0,1,0
1483,4,2,Suburb,2005,62100.60788632525,0,1,0
1665,2,2,Urban,2019,220152.32528284527,0,0,1
1455,3,1,Suburb,1989,88802.20089730545,0,1,0
2499,2,3,Suburb,2011,261159.0520577501,0,1,0
1209,5,2,Urban,1990,144600.73467722646,0,0,1
1524,4,3,Suburb,1958,76896.19144617254,0,1,0
1675,3,1,Rural,1991,278357.19388084137,1,0,0
2001,4,1,Urban,1990,191893.6626291703,0,0,1
2790,3,2,Rural,1975,263903.89693144104,1,0,0
1895,4,3,Suburb,1991,343582.74874336744,0,1,0
2003,5,3,Rural,1966,146180.35065645011,1,0,0
2599,5,3,Urban,2011,291226.83475733147,0,0,1
1306,2,3,Suburb,1988,165835.05731788775,0,1,0
2099,5,3,Urban,1959,242188.7655518724,0,0,1
2045,4,1,Urban,1979,155051.5609488779,0,0,1
1059,4,3,Urban,1994,101347.91101264513,0,0,1
1385,5,3,Rural,2017,188608.48620608076,1,0,0
1055,4,3,Suburb,1961,180949.82653782336,0,1,0
1167,4,2,Suburb,2012,220131.29533692772,0,1,0
2435,4,1,Rural,1982,261908.74624860057,1,0,0
1716,2,2,Rural,1965,231009.59965867625,1,0,0
1864,2,2,Rural,1976,253822.9563478248,1,0,0
2794,3,2,Rural,1995,359243.0179201814,1,0,0
2214,4,2,Urban,1969,244800.854467754,0,0,1
1481,2,2,Rural,1988,180948.4645195588,1,0,0
2942,5,1,Urban,1991,344737.9885824075,0,0,1
2590,4,3,Urban,1965,310368.91848383733,0,0,1
2439,4,2,Suburb,1970,327210.75583697885,0,1,0
1339,3,1,Suburb,1977,146945.52402914182,0,1,0
1795,5,2,Urban,1967,233474.3624761156,0,0,1
1891,5,3,Rural,1988,237952.42238970287,1,0,0
1775,4,2,Rural,1973,141157.0653012087,1,0,0
2282,2,1,Urban,1980,238832.7287967864,0,0,1
2373,3,3,Rural,1977,300264.07974416926,1,0,0
1600,3,3,Rural,1959,200376.19785344624,1,0,0
1436,3,3,Suburb,1991,96467.75837006372,0,1,0
2245,4,3,Rural,1990,282792.9377622522,1,0,0
2436,3,3,Urban,1950,299094.76071501523,0,0,1
2373,2,2,Suburb,1999,270993.2504168444,0,1,0
2505,5,1,Rural,1979,347732.2338359447,1,0,0
2624,2,1,Rural,1992,326298.5214881236,1,0,0
2082,3,1,Rural,1985,198581.10707527815,1,0,0
1151,5,2,Suburb,1978,182364.3818756552,0,1,0
1933,3,1,Suburb,2001,274853.3102975984,0,1,0
1539,3,2,Rural,2013,169524.17201107612,1,0,0
1224,4,3,Suburb,1984,205077.6083314602,0,1,0
2341,5,3,Urban,2020,283869.9158892276,0,0,1
1562,3,3,Rural,1986,124237.01442871666,1,0,0
2798,3,1,Urban,1995,228844.587597632,0,0,1
2302,4,1,Suburb,2010,227680.84746937585,0,1,0
1557,5,1,Urban,2011,136719.96091148557,0,0,1
2497,3,1,Rural,2014,381918.68047846935,1,0,0
2869,3,3,Rural,1965,335704.72035236534,1,0,0
1617,2,2,Suburb,1986,129049.69848666857,0,1,0
2819,2,2,Suburb,2003,333493.78494811803,0,1,0
1023,2,1,Rural,1956,56009.052428611656,1,0,0
2542,4,3,Suburb,1986,226955.10869415576,0,1,0
1367,2,3,Rural,1986,224057.61827874024,1,0,0
1998,2,2,Suburb,1989,137408.6446416165,0,1,0
1334,3,3,Urban,1997,184141.13756525752,0,0,1
2456,4,1,Urban,1957,233384.0088567829,0,0,1
1002,5,3,Rural,1967,131161.08626447426,1,0,0
2007,3,2,Rural,1978,181988.71674968876,1,0,0
2281,3,2,Urban,1961,185568.9480090373,0,0,1
1262,4,1,Suburb,1968,59486.98124236654,0,1,0
1120,4,1,Urban,2000,200454.91925295463,0,0,1
2743,3,2,Rural,1993,411938.28668757016,1,0,0
1020,3,1,Rural,1954,187187.9855810381,1,0,0
1904,3,2,Urban,2012,271477.2440381121,0,0,1
1139,4,2,Rural,2011,115632.9380512317,1,0,0
2500,3,1,Suburb,2013,292265.3453577097,0,1,0
2815,3,3,Rural,1989,230750.55208939587,1,0,0
2312,5,2,Urban,2009,377322.9017760101,0,0,1
1205,2,2,Suburb,1973,48480.51536464592,0,1,0
1042,2,2,Suburb,1992,149384.1510841601,0,1,0
1849,2,1,Suburb,2013,239989.51037379453,0,1,0
2141,2,3,Suburb,1977,249544.90486833107,0,1,0
2028,2,1,Urban,1981,230505.13337454727,0,0,1
1206,3,2,Rural,2007,94749.46898897758,1,0,0
1634,3,1,Urban,1976,92622.86435887152,0,0,1
2862,5,3,Rural,2014,356840.1936742628,1,0,0
1344,4,1,Urban,2021,208890.83426268783,0,0,1
2165,5,1,Suburb,1987,266680.0918814003,0,1,0
1371,4,3,Urban,1998,83467.36409462485,0,0,1
2255,4,2,Suburb,1950,235916.37088508025,0,1,0
2187,5,2,Rural,1968,226830.9229798612,1,0,0
1546,3,1,Urban,2016,45300.31756942869,0,0,1
2387,5,1,Suburb,1965,257111.57600134512,0,1,0
2969,2,1,Suburb,1960,305075.20100325986,0,1,0
1983,5,1,Rural,1956,320803.71846569626,1,0,0
1334,3,3,Suburb,1991,179874.2647018691,0,1,0
1010,3,2,Urban,2015,47772.66740193479,0,0,1
2431,4,2,Suburb,2020,246685.1043409721,0,1,0
1074,4,1,Suburb,1996,149720.2148982633,0,1,0
2323,5,3,Rural,1997,290045.9145811436,1,0,0
1946,4,3,Urban,1986,309454.917978654,0,0,1
1912,5,1,Urban,1975,177568.66889361828,0,0,1
2404,4,1,Urban,1989,327196.1665418594,0,0,1
1709,3,2,Rural,1988,163613.7619705997,1,0,0
1852,4,1,Rural,2012,130451.93046718958,1,0,0
1775,2,1,Urban,2012,142105.44926635316,0,0,1
2870,3,2,Rural,2009,313459.9855835444,1,0,0
1885,2,2,Suburb,1976,169753.374544437,0,1,0
1735,3,3,Suburb,2019,268815.05743235745,0,1,0
1633,5,2,Suburb,1977,267149.1334805401,0,1,0
2609,3,1,Rural,1972,327592.9644072222,1,0,0
2051,4,3,Urban,1983,156753.73927101656,0,0,1
2486,2,1,Urban,1984,270896.40716061107,0,0,1
1395,3,2,Rural,1998,148230.06167656858,1,0,0
1682,5,3,Urban,2009,196815.202154264,0,0,1
2399,2,3,Urban,1997,260779.70935693345,0,0,1
1420,3,3,Suburb,1989,177087.51548239464,0,1,0
1363,5,2,Urban,2009,223705.3372698499,0,0,1
2918,3,2,Urban,1972,345649.21666897985,0,0,1
2239,3,2,Rural,2008,257622.12886008227,1,0,0
2854,2,3,Urban,1952,304985.30227116984,0,0,1
2124,3,2,Suburb,2008,118767.1286358049,0,1,0
2781,2,2,Suburb,1965,331159.75129205204,0,1,0
1092,2,1,Urban,1985,104718.66666570886,0,0,1
2598,4,2,Suburb,2001,233535.4304728049,0,1,0
1265,2,2,Rural,1957,205312.30872324613,1,0,0
1205,3,2,Urban,1976,129798.14230510392,0,0,1
2103,3,2,Rural,1963,287736.84339293133,1,0,0
1036,3,1,Urban,1959,154622.73914020378,0,0,1
2034,3,2,Suburb,1957,153461.27809900578,0,1,0
2650,2,2,Rural,2017,257817.72311928967,1,0,0
2113,4,2,Rural,1951,159838.57624925103,1,0,0
1743,2,2,Suburb,1996,156407.6032699082,0,1,0
1018,3,3,Suburb,1977,242053.0627459308,0,1,0
2587,2,2,Rural,1958,284672.14579345094,1,0,0
1373,4,1,Suburb,1984,92783.70962680424,0,1,0
2809,5,3,Rural,2005,306355.2505226693,1,0,0
1093,4,2,Suburb,1969,138590.69736507075,0,1,0
1031,4,1,Urban,2010,38849.2643622879,0,0,1
2686,5,2,Rural,1995,288961.5361758374,1,0,0
1139,4,3,Urban,1975,112519.56924066096,0,0,1
2593,4,3,Rural,2011,265486.5281638985,1,0,0
1972,2,1,Urban,2004,234511.68573267828,0,0,1
2044,4,1,Suburb,2005,208675.5913197491,0,1,0
2172,4,3,Rural,1996,282213.0168787133,1,0,0
2244,3,2,Suburb,2009,251790.74770184656,0,1,0
1732,4,3,Urban,2015,308760.4032889473,0,0,1
1753,2,2,Rural,1971,187356.0692246645,1,0,0
2242,5,1,Rural,1972,273533.5936292454,1,0,0
2564,3,3,Urban,2011,246396.12136717368,0,0,1
2998,2,2,Rural,1961,263436.4732930244,1,0,0
2582,3,2,Rural,1961,316112.7471316292,1,0,0
2931,4,3,Urban,1954,373661.91831566574,0,0,1
1057,2,3,Rural,2001,181162.2472556271,1,0,0
2448,3,2,Rural,2003,284881.6904445421,1,0,0
2298,2,2,Suburb,1971,234934.77924608684,0,1,0
1139,3,1,Rural,2011,137465.03038659,1,0,0
2046,4,2,Urban,1990,238517.49027850377,0,0,1
1900,5,3,Urban,1979,154099.5589555023,0,0,1
1377,5,3,Suburb,2021,216360.2841903835,0,1,0
1921,2,2,Suburb,1990,153218.11730182136,0,1,0
1372,5,2,Rural,2013,200735.654557345,1,0,0
2086,2,2,Suburb,1962,121548.196513174,0,1,0
2587,2,1,Suburb,1965,329491.7938469937,0,1,0
1777,4,3,Suburb,1966,169997.43986670318,0,1,0
2365,4,3,Rural,2011,262840.28214607056,1,0,0
1166,3,2,Urban,1971,105609.56157480762,0,0,1
2174,2,1,Urban,1990,293328.6011521543,0,0,1
1522,3,1,Suburb,1973,148633.77997086852,0,1,0
2630,3,2,Suburb,1984,270280.39312363806,0,1,0
1583,4,3,Urban,1998,222200.27566441,0,0,1
1500,2,1,Suburb,2016,105151.1652045557,0,1,0
1895,4,2,Urban,1985,197144.46672295468,0,0,1
1998,2,3,Suburb,2001,277790.6358560544,0,1,0
1559,5,3,Rural,1960,255966.7711092329,1,0,0
2371,5,2,Rural,2004,287646.85381189344,1,0,0
2295,3,3,Rural,2015,246954.42125806824,1,0,0
2453,4,1,Urban,2002,297706.4867160482,0,0,1
2966,4,3,Rural,1977,345380.2839864588,1,0,0
2011,2,1,Rural,1985,186747.1513160489,1,0,0
2630,3,1,Rural,1987,269116.2834340554,1,0,0
1232,4,2,Suburb,1990,81304.0206609981,0,1,0
1559,3,2,Suburb,1994,216220.78061931572,0,1,0
2231,4,3,Suburb,1967,315178.97578380746,0,1,0
2476,5,1,Suburb,2003,269075.1980160941,0,1,0
2762,4,1,Suburb,1991,319620.3286395795,0,1,0
2524,4,1,Suburb,1993,357055.30846580764,0,1,0
1920,5,1,Suburb,1985,204120.51617873675,0,1,0
2612,3,1,Rural,1974,315633.3065881091,1,0,0
1860,3,3,Rural,1989,229070.8265534925,1,0,0
2242,3,1,Suburb,1974,176767.52616163943,0,1,0
1871,5,2,Urban,1970,296906.85278120067,0,0,1
1080,5,2,Suburb,1978,123918.75621048918,0,1,0
2572,5,1,Rural,1991,209124.3744620955,1,0,0
1613,3,3,Rural,1960,203653.35904297745,1,0,0
1702,3,2,Urban,1964,52849.91798704091,0,0,1
1540,3,3,Rural,1966,75963.02173299523,1,0,0
2849,3,2,Urban,2010,311071.0895796837,0,0,1
1764,2,1,Rural,1973,212828.0573970147,1,0,0
2274,5,2,Urban,2019,260051.8610212497,0,0,1
1737,5,1,Rural,1955,176842.05346729272,1,0,0
1605,5,1,Suburb,1955,213959.2744861112,0,1,0
2438,3,1,Urban,1974,313772.73181354365,0,0,1
2109,3,2,Rural,1969,236145.065078252,1,0,0
1621,2,3,Suburb,1968,194964.83800419804,0,1,0
2240,2,2,Rural,1984,175253.0720865358,1,0,0
2021,3,3,Rural,1986,161488.28223909036,1,0,0
1195,3,1,Suburb,2000,188203.28100213563,0,1,0
1994,3,3,Urban,1961,255302.5010476751,0,0,1
2320,5,1,Suburb,1978,308130.6250379051,0,1,0
1945,2,2,Suburb,1994,183074.00336514344,0,1,0
1043,5,3,Rural,1978,128904.87276787448,1,0,0
1392,4,3,Urban,2002,255693.84924589063,0,0,1
2466,4,3,Rural,1979,284194.0184425776,1,0,0
2113,4,2,Suburb,1994,282182.10321316624,0,1,0
1154,4,3,Rural,1991,139536.15199604444,1,0,0
1977,5,1,Rural,1992,291837.3453107785,1,0,0
2501,4,2,Rural,1964,355946.75325352454,1,0,0
2644,3,1,Suburb,1980,376248.2510637535,0,1,0
1058,4,1,Suburb,1983,184289.31070716615,0,1,0
1109,3,2,Rural,1966,68420.58913925773,1,0,0
1478,5,1,Urban,1951,131926.36276874598,0,0,1
1617,2,3,Urban,1994,222987.76123942097,0,0,1
2922,2,1,Suburb,2008,172649.80693306087,0,1,0
2756,4,3,Suburb,1987,305247.77523799177,0,1,0
2798,2,2,Suburb,2005,275079.4719734617,0,1,0
2617,3,1,Urban,1963,309983.1803021922,0,0,1
1783,4,1,Urban,1981,168857.58055238053,0,0,1
2072,4,3,Urban,1958,294237.16740659554,0,0,1
2400,3,1,Suburb,1950,329118.6897541414,0,1,0
2055,3,3,Urban,1973,161901.3916261048,0,0,1
2509,5,1,Suburb,1971,195894.41459229792,0,1,0
1600,3,2,Rural,1953,119250.86704524042,1,0,0
1939,5,3,Rural,1974,176212.51486136933,1,0,0
1991,4,1,Rural,1986,108308.19659804027,1,0,0
1530,2,1,Rural,1957,221519.1859436221,1,0,0
2026,2,3,Urban,2003,270329.2902438231,0,0,1
1377,5,1,Urban,1971,147176.13159227654,0,0,1
1571,2,1,Suburb,2016,162419.47123117596,0,1,0
2954,2,3,Urban,1991,249985.8768913092,0,0,1
2265,4,3,Suburb,2006,245397.7927042714,0,1,0
2564,5,2,Urban,1957,194387.99155440545,0,0,1
1586,3,2,Rural,1957,126168.93060810352,1,0,0
2605,2,3,Urban,1973,277337.55289097753,0,0,1
2618,4,1,Urban,2012,288993.6469502971,0,0,1
1356,4,3,Suburb,2019,144987.37996563932,0,1,0
1684,2,1,Suburb,1970,228409.88177540808,0,1,0
2946,3,2,Rural,1999,374484.3104483248,1,0,0
2220,3,3,Urban,2011,278719.0277474582,0,0,1
1857,5,3,Urban,2014,208449.8247259548,0,0,1
2442,5,2,Urban,1979,289093.73621996515,0,0,1
1658,5,3,Rural,1959,207344.46393476773,1,0,0
2296,4,3,Rural,1957,114406.31783196138,1,0,0
2525,3,3,Rural,1954,243084.1724220331,1,0,0
1034,5,3,Rural,1994,118929.43806112048,1,0,0
2006,4,2,Urban,2008,207902.4831064799,0,0,1
2648,3,1,Rural,2014,333342.1695420636,1,0,0
1460,2,2,Rural,1966,217053.31971981292,1,0,0
1717,5,2,Suburb,1969,149618.7800927593,0,1,0
2693,5,3,Suburb,1992,306027.1969499234,0,1,0
2276,3,2,Rural,1981,194938.2094011341,1,0,0
2657,2,3,Rural,2000,284175.27043662785,1,0,0
1511,2,3,Suburb,1967,226930.87299026357,0,1,0
2071,4,1,Suburb,1970,222617.2494337729,0,1,0
2208,5,2,Urban,2002,279803.84843301424,0,0,1
1490,2,2,Suburb,2017,189117.1727027812,0,1,0
1272,4,3,Urban,2003,206344.505284571,0,0,1
2636,5,3,Rural,1955,307520.8263824905,1,0,0
2012,5,1,Urban,2018,207281.89072685188,0,0,1
1526,5,3,Rural,1951,218155.3659515994,1,0,0
2151,5,1,Rural,1951,234004.93934747783,1,0,0
1209,2,3,Rural,1988,170947.67041474217,1,0,0
1623,2,3,Suburb,2004,168507.25844002873,0,1,0
2805,2,3,Suburb,1976,302751.7228558449,0,1,0
2165,3,3,Urban,1977,273377.86488926667,0,0,1
1172,3,2,Rural,1955,41762.55881406319,1,0,0
2888,5,1,Urban,2011,242682.98482218597,0,0,1
2701,2,2,Suburb,1957,243947.4106773242,0,1,0
1446,4,2,Suburb,2005,135161.01363353955,0,1,0
2142,2,1,Urban,1972,241836.3027054639,0,0,1
2738,4,3,Rural,2000,248368.15795600583,1,0,0
1010,5,3,Urban,1964,205539.4861013434,0,0,1
1760,5,3,Suburb,2016,176594.10891553498,0,1,0
2327,5,1,Suburb,1986,280245.1445851828,0,1,0
2783,2,2,Rural,1950,254646.9406878233,1,0,0
2177,2,2,Rural,1990,261660.67815771064,1,0,0
1322,4,2,Rural,1966,45179.742583077415,1,0,0
2560,4,2,Rural,1955,309739.6939889818,1,0,0
1976,3,1,Suburb,1999,198343.13939830725,0,1,0
1444,5,2,Suburb,2018,215183.36646798227,0,1,0
1341,4,1,Rural,1952,149131.89758419228,1,0,0
1220,2,2,Suburb,2019,175474.10513599557,0,1,0
1109,4,1,Suburb,1975,78810.50735484142,0,1,0
1409,3,2,Rural,2020,89550.22104186233,1,0,0
2441,2,2,Urban,1980,255787.0891928888,0,0,1
2625,2,2,Urban,2009,346166.34312184615,0,0,1
1504,2,1,Suburb,2000,132886.10826961085,0,1,0
2800,4,1,Rural,1969,297871.71407467587,1,0,0
1039,5,2,Rural,1987,18659.476781287856,1,0,0
2532,5,3,Rural,2005,321640.5486208836,1,0,0
2482,5,1,Rural,2000,294839.7301474861,1,0,0
1262,5,3,Suburb,1988,250462.23200725272,0,1,0
2693,5,1,Urban,1966,255198.02354195545,0,0,1
2141,2,3,Rural,1974,197925.801415755,1,0,0
2473,2,2,Urban,1960,326784.05867223634,0,0,1
2791,4,1,Rural,2006,300560.5610327283,1,0,0
2437,2,1,Rural,1980,297743.9032950396,1,0,0
1707,4,3,Urban,1997,138573.75006476394,0,0,1
2849,4,2,Urban,2018,220846.3858019341,0,0,1
1822,3,1,Suburb,1974,113232.49238223606,0,1,0
2549,2,2,Rural,1972,238281.20364594812,1,0,0
1460,4,1,Urban,2001,201070.74891067087,0,0,1
2141,5,3,Suburb,1975,258612.5030029071,0,1,0
1216,5,2,Rural,1983,273876.50886780204,1,0,0
2740,3,3,Suburb,1960,263747.2701812634,0,1,0
1076,4,2,Rural,1972,195269.43287120463,1,0,0
2444,2,1,Urban,1978,258684.64099562305,0,0,1
1891,5,1,Suburb,2013,212466.81325067944,0,1,0
2195,5,3,Rural,1990,174807.4408325785,1,0,0
1389,3,2,Suburb,2020,267838.85282589035,0,1,0
2049,5,3,Rural,2012,313915.8270219967,1,0,0
2151,4,2,Rural,2002,302321.62143122265,1,0,0
1373,3,1,Rural,1955,184912.5844692909,1,0,0
1653,5,1,Rural,2002,87944.4545686015,1,0,0
1903,2,1,Suburb,1980,244704.2435449876,0,1,0
2047,4,2,Rural,1990,229488.4028319606,1,0,0
2493,5,1,Suburb,1980,311336.08793360216,0,1,0
1743,2,1,Urban,2008,252848.8357237706,0,0,1
1422,4,2,Urban,2007,222337.2934185495,0,0,1
2200,5,1,Rural,1960,275086.2514092043,1,0,0
1852,3,2,Suburb,2021,226320.96843305675,0,1,0
2770,2,1,Rural,1962,280026.7226397665,1,0,0
1830,5,2,Suburb,2020,169714.26191133127,0,1,0
2561,3,3,Rural,2002,273886.9002326089,1,0,0
2289,4,2,Rural,2005,158037.21079003045,1,0,0
1972,4,2,Rural,1984,166468.50944593272,1,0,0
2897,2,1,Urban,1975,298336.6816024969,0,0,1
1628,2,1,Suburb,1967,55017.45166399005,0,1,0
1569,4,1,Rural,1995,84484.62418134716,1,0,0
2293,3,1,Suburb,1983,180471.4125969077,0,1,0
2352,4,3,Urban,1967,256118.98879607028,0,0,1
2478,5,1,Rural,1986,305503.8039148582,1,0,0
2318,5,3,Suburb,2018,258349.48165546064,0,1,0
1121,3,1,Rural,1974,66632.18256737781,1,0,0
1158,5,2,Suburb,1994,176980.1109535275,0,1,0
2201,5,2,Rural,1996,355371.9672566029,1,0,0
2679,2,2,Urban,2003,218813.84766540927,0,0,1
2351,5,1,Urban,2006,200504.66767495245,0,0,1
2903,3,3,Urban,2002,321603.03228141554,0,0,1
1306,4,2,Rural,1971,274720.55851054913,1,0,0
2934,3,2,Urban,1958,307297.124546043,0,0,1
2112,2,3,Urban,1981,269700.7801026836,0,0,1
1750,3,3,Suburb,2001,132947.19367501786,0,1,0
2061,4,3,Suburb,2011,281333.9785490069,0,1,0
2896,4,2,Urban,1996,375644.05386996455,0,0,1
1590,3,3,Urban,1997,150851.3883532607,0,0,1
2880,4,1,Rural,2001,231090.75431805252,1,0,0
2862,2,1,Urban,2004,387822.1349147415,0,0,1
1345,3,1,Urban,2017,128686.168655256,0,0,1
2275,5,1,Suburb,2011,254015.27447617252,0,1,0
2863,3,1,Suburb,1991,296036.9098617076,0,1,0
1148,5,1,Urban,1988,139833.91971430686,0,0,1
2039,5,1,Urban,2019,223705.39921186396,0,0,1
2390,3,2,Rural,1953,262535.2334383926,1,0,0
1834,4,1,Urban,1983,173384.13908308794,0,0,1
2856,5,3,Suburb,1994,304962.0556230602,0,1,0
1780,5,2,Urban,1970,238358.0920525916,0,0,1
1117,3,2,Rural,1976,129686.28430426634,1,0,0
1703,5,1,Suburb,2018,222107.61952867976,0,1,0
1316,3,1,Rural,2008,170209.57029022538,1,0,0
1287,5,2,Urban,1957,208460.44283392312,0,0,1
1907,5,1,Rural,1967,236386.44090532724,1,0,0
2374,3,3,Suburb,2019,193401.6505296105,0,1,0
1296,3,2,Rural,1981,119312.90948468952,1,0,0
2217,2,1,Urban,2014,271431.6679551991,0,0,1
2415,4,1,Urban,1978,351170.38029666507,0,0,1
1442,2,1,Urban,1992,181040.37239118968,0,0,1
2304,3,2,Rural,1971,265937.3459976196,1,0,0
1900,5,3,Urban,1970,168869.4498651473,0,0,1
1300,4,3,Urban,1961,114704.12120828607,0,0,1
1897,3,2,Suburb,1996,226500.62847001455,0,1,0
1425,2,2,Suburb,2017,64728.29288666224,0,1,0
1249,5,1,Suburb,2011,263033.1509167942,0,1,0
2957,5,3,Rural,2005,417172.8845713701,1,0,0
2766,3,1,Urban,1976,326638.3034925506,0,0,1
2538,5,2,Urban,1990,315205.1442813715,0,0,1
1685,2,3,Urban,2009,294939.5015731741,0,0,1
1751,5,2,Suburb,2000,279032.5916670243,0,1,0
1997,2,3,Suburb,2006,227007.4583066509,0,1,0
1405,5,2,Suburb,1999,186174.6371114376,0,1,0
2639,4,1,Rural,2014,339373.0756723864,1,0,0
1800,3,3,Suburb,2021,244052.50417625936,0,1,0
1243,3,3,Urban,1961,159441.470867297,0,0,1
2823,5,3,Suburb,1995,416583.2341163466,0,1,0
1366,3,2,Rural,1952,84966.43268010067,1,0,0
2808,4,1,Rural,2006,312970.3078973337,1,0,0
1119,2,1,Suburb,1977,174401.71019909228,0,1,0
1849,4,3,Urban,1959,125196.94874578016,0,0,1
2463,4,1,Suburb,1951,247241.0351851133,0,1,0
2794,2,2,Suburb,1966,283241.5308754286,0,1,0
2527,3,3,Rural,1990,240694.56766722933,1,0,0
2605,2,2,Rural,2006,383152.15721534623,1,0,0
1432,2,2,Suburb,1977,150839.88083772396,0,1,0
1182,2,1,Suburb,1961,156660.6845372559,0,1,0
2484,3,3,Suburb,1953,362084.7954169394,0,1,0
1758,2,2,Urban,1970,175479.0162461978,0,0,1
2141,4,3,Rural,1994,248894.92031403928,1,0,0
1030,2,3,Urban,1985,51710.456320395344,0,0,1
1976,2,2,Rural,1955,132378.88037541427,1,0,0
2172,5,1,Rural,1981,143853.29688524117,1,0,0
1527,5,1,Suburb,1978,207755.9116212452,0,1,0
2296,4,3,Rural,1969,273076.8497800183,1,0,0
1863,3,1,Rural,1980,198479.76980775408,1,0,0
2408,5,3,Suburb,2008,252267.52854614452,0,1,0
2903,4,3,Rural,2004,238600.4952723977,1,0,0
1101,5,2,Suburb,1987,101508.41989440413,0,1,0
2095,5,3,Rural,1978,161506.34990590555,1,0,0
